415.png;7;18;5;10;3;2;0;6;8.34714;
412.png;4;5;17;18;3;4;3;13;14.1445;
417.png;9;11;12;9;3;1;3;12;1.77797;
416.png;11;19;7;15;3;0;8;0;6.38452;
418.png;8;5;12;3;3;4;10;12;11.7878;
419.png;0;18;4;12;0;4;9;11;212.511;
421.png;4;6;13;9;3;5;3;5;29.704;
420.png;13;6;5;1;1;1;7;0;161.371;
423.png;0;13;13;0;3;0;10;12;14.5204;
422.png;12;19;12;18;3;0;6;12;8.56825;
426.png;13;6;14;10;3;2;10;12;25.7828;
424.png;8;24;19;13;3;0;3;8;2.21045;
425.png;10;15;8;4;3;1;5;8;8.78769;
427.png;4;18;16;6;3;2;6;5;7.27486;
429.png;8;23;12;17;3;1;10;3;19.5243;
428.png;12;22;19;15;3;1;10;0;7.59518;
432.png;8;17;0;18;3;0;8;8;5.6619;
433.png;5;23;16;5;3;4;8;10;9.93439;
430.png;10;2;9;12;3;1;10;6;2.73979;
431.png;4;6;10;13;2;1;3;8;289.716;
434.png;8;7;9;15;3;0;10;11;4.83518;
435.png;12;9;16;0;3;1;8;10;8.28136;
436.png;4;27;6;16;3;1;10;7;26.0857;
437.png;7;16;19;12;3;2;10;10;4.48842;
439.png;2;29;5;13;3;2;10;13;14.7362;
438.png;4;14;12;12;3;1;0;2;16.513;
440.png;10;7;14;12;3;0;5;11;5.52768;
441.png;5;16;15;12;3;0;3;5;6.83565;
443.png;8;2;19;12;3;0;6;2;13.9623;
442.png;7;16;13;13;3;2;3;8;4.49601;
444.png;9;0;16;0;3;0;6;0;12.9649;
445.png;0;13;11;10;3;4;3;6;24.0782;
446.png;10;16;16;18;3;1;6;6;1.34906;
447.png;9;0;7;9;3;0;5;8;13.7996;
448.png;6;10;9;10;3;1;10;0;22.8386;
449.png;9;16;7;11;3;2;10;0;6.28917;
450.png;9;6;5;2;3;2;8;2;15.2923;
451.png;8;8;19;2;3;1;9;12;2.03591;
452.png;9;2;17;0;3;4;9;10;12.8047;
453.png;11;16;12;7;3;1;7;5;23.3639;
454.png;10;24;12;2;3;1;10;10;1.55555;
457.png;10;9;14;18;3;1;8;11;1.95914;
456.png;0;17;6;0;3;0;10;0;5.35142;
455.png;11;18;7;2;3;2;3;8;7.79489;
458.png;4;11;16;15;3;2;6;12;3.92706;
459.png;10;28;4;5;3;0;8;2;13.3616;
461.png;0;1;5;5;3;0;9;3;16.5175;
462.png;11;18;18;19;3;1;10;13;11.9372;
460.png;10;22;11;16;3;1;9;9;8.22817;
463.png;8;23;0;12;3;1;6;13;6.60137;
464.png;2;13;19;12;3;1;3;6;25.4179;
465.png;9;16;9;5;3;2;7;8;13.5089;
467.png;4;29;2;5;3;0;3;5;7.53362;
466.png;0;25;13;12;3;0;10;6;8.72773;
468.png;8;8;19;15;3;5;3;1;32.8307;
469.png;2;14;17;1;3;0;3;0;25.985;
471.png;7;23;11;15;3;4;7;8;21.1217;
470.png;11;23;9;18;3;0;11;10;11.4315;
473.png;0;28;10;15;3;0;10;7;31.3705;
475.png;5;13;16;5;3;0;6;13;16.4086;
474.png;9;7;16;3;3;2;3;13;8.55791;
472.png;10;28;14;16;3;2;10;0;5.28556;
477.png;12;23;16;11;3;2;1;0;13.9577;
476.png;1;7;8;0;3;1;5;8;19.3195;
480.png;8;28;5;16;3;5;1;6;30.0062;
478.png;0;15;9;10;3;2;6;5;7.56652;
481.png;4;22;9;9;3;2;8;12;3.87968;
479.png;4;6;4;10;3;1;9;3;16.8609;
482.png;12;7;13;9;3;0;10;0;11.44;
483.png;10;28;16;13;3;4;3;2;20.5683;
486.png;0;29;5;3;1;2;8;5;121.6;
485.png;2;3;14;10;3;2;5;8;13.8629;
487.png;0;27;15;12;3;1;9;1;11.3957;
484.png;12;27;10;13;3;1;6;6;18.9102;
488.png;4;1;17;15;3;1;1;0;4.65697;
489.png;8;9;15;2;3;1;3;5;6.54352;
490.png;7;18;4;0;3;0;8;6;3.55857;
491.png;10;2;9;15;3;2;3;6;5.13615;
492.png;10;3;16;18;3;2;10;5;5.2308;
493.png;3;22;8;8;3;0;8;8;16.3892;
494.png;7;3;2;19;3;4;3;6;14.8286;
495.png;12;14;13;13;3;0;5;0;8.68402;
496.png;0;21;5;15;3;0;5;5;7.44488;
498.png;11;12;4;13;3;1;5;1;20.8185;
497.png;11;11;18;15;3;0;0;0;14.128;
499.png;8;17;17;0;3;2;8;5;6.72225;
500.png;3;8;2;13;3;3;5;6;25.7416;
501.png;8;16;17;10;3;4;1;13;13.2762;
502.png;2;16;19;2;3;4;0;10;23.0061;
503.png;4;8;19;16;3;2;10;8;5.48;
504.png;10;2;11;0;3;1;6;11;3.10559;
505.png;10;7;13;0;3;1;6;10;3.96215;
506.png;9;27;11;13;3;2;8;8;4.22184;
508.png;7;15;5;18;3;4;11;10;18.7227;
507.png;0;7;12;16;3;0;1;12;8.20589;
510.png;4;28;14;8;3;0;5;5;16.9015;
509.png;0;23;7;6;3;1;5;2;14.1537;
511.png;0;17;7;12;3;0;9;6;3.97025;
512.png;8;27;19;3;3;1;8;2;12.779;
513.png;12;25;9;18;3;1;8;5;16.0473;
515.png;3;10;19;18;1;4;9;8;129.537;
514.png;8;26;7;4;3;1;5;1;23.9526;
516.png;7;3;11;13;3;0;6;5;5.6928;
517.png;0;8;13;12;3;0;8;13;3.068;
518.png;10;19;4;3;3;1;1;8;3.70462;
519.png;3;27;16;5;3;0;11;1;17.0564;
522.png;10;16;3;13;3;1;8;0;14.7234;
521.png;4;23;13;3;3;2;10;11;4.74258;
520.png;8;1;19;16;3;1;7;13;14.1127;
523.png;7;22;16;9;3;1;9;11;3.44672;
524.png;8;17;19;5;2;1;7;10;287.732;
525.png;5;11;2;2;3;0;5;6;5.51707;
526.png;10;0;13;6;3;2;9;9;20.439;
527.png;12;22;8;19;3;2;6;11;11.6722;
528.png;7;29;12;5;3;5;9;8;28.6261;
529.png;4;5;4;3;3;2;1;8;7.97192;
530.png;10;8;13;7;3;5;10;5;34.2444;
533.png;1;27;13;10;3;0;3;8;16.2478;
532.png;4;6;16;6;3;1;3;6;4.40697;
531.png;12;29;11;18;3;0;0;10;12.5696;
534.png;5;6;13;9;3;0;3;0;3.07352;
535.png;9;2;16;12;3;0;6;10;2.94176;
536.png;4;10;8;15;3;3;3;11;23.3866;
537.png;11;0;5;8;3;1;11;0;34.4021;
540.png;13;7;6;9;3;1;4;5;42.878;
538.png;3;2;9;11;3;5;3;2;42.8598;
541.png;8;14;19;6;3;1;10;13;3.48474;
539.png;3;3;19;13;3;1;11;11;9.60304;
542.png;2;17;4;0;3;2;8;13;15.0123;
